標題,筆記,網址,標籤,留言
久食渡食堂,,https://www.google.com/maps/place/%E4%B9%85%E9%A3%9F%E6%B8%A1%E9%A3%9F%E5%A0%82/data=!4m2!3m1!1s0x3468351166a0bb8b:0x56b473eab7c6672b,,
徠食堂,,https://www.google.com/maps/place/%E5%BE%A0%E9%A3%9F%E5%A0%82/data=!4m2!3m1!1s0x346835c0999b0ac5:0xcf3ad07cb70d78bf,,
The Park,,https://www.google.com/maps/place/The+Park/data=!4m2!3m1!1s0x346835c3e6a1dfed:0x75f41fe42530e5de,,
北門來呷・燒米研製所,,https://www.google.com/maps/place/%E5%8C%97%E9%96%80%E4%BE%86%E5%91%B7%E3%83%BB%E7%87%92%E7%B1%B3%E7%A0%94%E8%A3%BD%E6%89%80/data=!4m2!3m1!1s0x346835c06784d855:0xa9da2b3129f7aa06,,
牛市-小火鍋,,https://www.google.com/maps/place/%E7%89%9B%E5%B8%82-%E5%B0%8F%E7%81%AB%E9%8D%8B/data=!4m2!3m1!1s0x3468358a570f4419:0xca94adf5ee46e963,,
鴨韻坊,,https://www.google.com/maps/place/%E9%B4%A8%E9%9F%BB%E5%9D%8A/data=!4m2!3m1!1s0x346835998dd1797f:0x64539a452fcf231f,,
三十米路,,https://www.google.com/maps/place/%E4%B8%89%E5%8D%81%E7%B1%B3%E8%B7%AF/data=!4m2!3m1!1s0x346835006cca853d:0x7300ea7bef5ef110,,
享廚鐵板燒 Enjoy Teppanyaki,,https://www.google.com/maps/place/%E4%BA%AB%E5%BB%9A%E9%90%B5%E6%9D%BF%E7%87%92+Enjoy+Teppanyaki/data=!4m2!3m1!1s0x34683790dc6e1557:0xccc76f960a4f28b,,
正樽當歸鴨,,https://www.google.com/maps/place/%E6%AD%A3%E6%A8%BD%E7%95%B6%E6%AD%B8%E9%B4%A8/data=!4m2!3m1!1s0x346e71320193e709:0x4cb417bb97a4e288,,
莫菲雅料理廚房,,https://www.google.com/maps/place/%E8%8E%AB%E8%8F%B2%E9%9B%85%E6%96%99%E7%90%86%E5%BB%9A%E6%88%BF/data=!4m2!3m1!1s0x34683594dba8f66b:0xdbf02e743eca5f6c,,
Musha Musha 熟成咖哩 武昌店,,https://www.google.com/maps/place/Musha+Musha+%E7%86%9F%E6%88%90%E5%92%96%E5%93%A9+%E6%AD%A6%E6%98%8C%E5%BA%97/data=!4m2!3m1!1s0x3468350025eb6967:0xdde51dd5c5535463,,
六家一路大腸紅麵線,,https://www.google.com/maps/place/%E5%85%AD%E5%AE%B6%E4%B8%80%E8%B7%AF%E5%A4%A7%E8%85%B8%E7%B4%85%E9%BA%B5%E7%B7%9A/data=!4m2!3m1!1s0x346837ab24ed14c3:0xd3252515dc2ccd29,,
燉鋪1號店,,https://www.google.com/maps/place/%E7%87%89%E9%8B%AA1%E8%99%9F%E5%BA%97/data=!4m2!3m1!1s0x3468373ab93d507b:0x2848c4678bff4eb6,,
好小子擔仔麵,,https://www.google.com/maps/place/%E5%A5%BD%E5%B0%8F%E5%AD%90%E6%93%94%E4%BB%94%E9%BA%B5/data=!4m2!3m1!1s0x34693d8fcf71d869:0xb491b43caeb0cea3,,
小佐藤手作壽司,,https://www.google.com/maps/place/%E5%B0%8F%E4%BD%90%E8%97%A4%E6%89%8B%E4%BD%9C%E5%A3%BD%E5%8F%B8/data=!4m2!3m1!1s0x346835ff4b0a188d:0x5a26d24f2e0b83fa,,
Musha Musha 熟成咖哩 竹北店（無訂位）,,https://www.google.com/maps/place/Musha+Musha+%E7%86%9F%E6%88%90%E5%92%96%E5%93%A9+%E7%AB%B9%E5%8C%97%E5%BA%97%EF%BC%88%E7%84%A1%E8%A8%82%E4%BD%8D%EF%BC%89/data=!4m2!3m1!1s0x3468372ae0457005:0xdcf18416d3a0adc3,,
禾家麵店,,https://www.google.com/maps/place/%E7%A6%BE%E5%AE%B6%E9%BA%B5%E5%BA%97/data=!4m2!3m1!1s0x346835eecd300abf:0x87fd196bd2806146,,
三廠麵店,,https://www.google.com/maps/place/%E4%B8%89%E5%BB%A0%E9%BA%B5%E5%BA%97/data=!4m2!3m1!1s0x346835981a9c518d:0xd20ec76300af8ef5,,
如意麵食館 牛肉麵（1/7起至2/11止，因故公休）,,https://www.google.com/maps/place/%E5%A6%82%E6%84%8F%E9%BA%B5%E9%A3%9F%E9%A4%A8+%E7%89%9B%E8%82%89%E9%BA%B5%EF%BC%881%2F7%E8%B5%B7%E8%87%B32%2F11%E6%AD%A2%EF%BC%8C%E5%9B%A0%E6%95%85%E5%85%AC%E4%BC%91%EF%BC%89/data=!4m2!3m1!1s0x346835e05eb4914d:0xfd9c8ff9144e656,,
東寧宮轉角意麵,,https://www.google.com/maps/place/%E6%9D%B1%E5%AF%A7%E5%AE%AE%E8%BD%89%E8%A7%92%E6%84%8F%E9%BA%B5/data=!4m2!3m1!1s0x346835c19531b5bf:0x5a55fec553eee5e3,,
Wooli印先生韓式料理,,https://www.google.com/maps/place/Wooli%E5%8D%B0%E5%85%88%E7%94%9F%E9%9F%93%E5%BC%8F%E6%96%99%E7%90%86/data=!4m2!3m1!1s0x34684d06732d37bf:0x777f4b687aae0ec0,,
富鴻燒鴨飯,,https://www.google.com/maps/place/%E5%AF%8C%E9%B4%BB%E7%87%92%E9%B4%A8%E9%A3%AF/data=!4m2!3m1!1s0x3468356427caa433:0xb66ca26ff99472df,,
螞蟻食鍋anT.hoT.poT｜無訂位，僅提供現場候位，謝謝！,,https://www.google.com/maps/place/%E8%9E%9E%E8%9F%BB%E9%A3%9F%E9%8D%8BanT.hoT.poT%EF%BD%9C%E7%84%A1%E8%A8%82%E4%BD%8D%EF%BC%8C%E5%83%85%E6%8F%90%E4%BE%9B%E7%8F%BE%E5%A0%B4%E5%80%99%E4%BD%8D%EF%BC%8C%E8%AC%9D%E8%AC%9D%EF%BC%81/data=!4m2!3m1!1s0x346835097eb22705:0x3dd90906db8dfbd4,,
富珍鄉豬腳專賣店,,https://www.google.com/maps/place/%E5%AF%8C%E7%8F%8D%E9%84%89%E8%B1%AC%E8%85%B3%E5%B0%88%E8%B3%A3%E5%BA%97/data=!4m2!3m1!1s0x3468353e8c0c42fb:0xce7cb74249887e35,,
璽子牛肉麵/新竹美食/新竹牛肉麵/新竹小吃/新竹推薦餐廳/新竹東區美食/新竹好吃,,https://www.google.com/maps/place/%E7%92%BD%E5%AD%90%E7%89%9B%E8%82%89%E9%BA%B5%2F%E6%96%B0%E7%AB%B9%E7%BE%8E%E9%A3%9F%2F%E6%96%B0%E7%AB%B9%E7%89%9B%E8%82%89%E9%BA%B5%2F%E6%96%B0%E7%AB%B9%E5%B0%8F%E5%90%83%2F%E6%96%B0%E7%AB%B9%E6%8E%A8%E8%96%A6%E9%A4%90%E5%BB%B3%2F%E6%96%B0%E7%AB%B9%E6%9D%B1%E5%8D%80%E7%BE%8E%E9%A3%9F%2F%E6%96%B0%E7%AB%B9%E5%A5%BD%E5%90%83/data=!4m2!3m1!1s0x346835e05baa2671:0xb8398ae101d6085,,
樂樂ENJOY PASTA,,https://www.google.com/maps/place/%E6%A8%82%E6%A8%82ENJOY+PASTA/data=!4m2!3m1!1s0x34684e0396c6854b:0x5df64ddf82a78f39,,
厚醍牛肉麵 新竹忠孝店,,https://www.google.com/maps/place/%E5%8E%9A%E9%86%8D%E7%89%9B%E8%82%89%E9%BA%B5+%E6%96%B0%E7%AB%B9%E5%BF%A0%E5%AD%9D%E5%BA%97/data=!4m2!3m1!1s0x346837791acd51d9:0xe9b678d4d3681322,,
鳳荷三鮮,,https://www.google.com/maps/place/%E9%B3%B3%E8%8D%B7%E4%B8%89%E9%AE%AE/data=!4m2!3m1!1s0x3468370d87114421:0x3d42d837a04ce12,,
毅爾膳空廚-新竹健康餐盒|商務便當|午餐首選|舒肥餐|會議餐盒|外帶餐盒/私廚客制料理,,https://www.google.com/maps/place/%E6%AF%85%E7%88%BE%E8%86%B3%E7%A9%BA%E5%BB%9A-%E6%96%B0%E7%AB%B9%E5%81%A5%E5%BA%B7%E9%A4%90%E7%9B%92%7C%E5%95%86%E5%8B%99%E4%BE%BF%E7%95%B6%7C%E5%8D%88%E9%A4%90%E9%A6%96%E9%81%B8%7C%E8%88%92%E8%82%A5%E9%A4%90%7C%E6%9C%83%E8%AD%B0%E9%A4%90%E7%9B%92%7C%E5%A4%96%E5%B8%B6%E9%A4%90%E7%9B%92%2F%E7%A7%81%E5%BB%9A%E5%AE%A2%E5%88%B6%E6%96%99%E7%90%86/data=!4m2!3m1!1s0x346837d76687a1f9:0x8b6e6fca29f3d862,,
喜憨兒創作料理新竹建中店(電話訂位),,https://www.google.com/maps/place/%E5%96%9C%E6%86%A8%E5%85%92%E5%89%B5%E4%BD%9C%E6%96%99%E7%90%86%E6%96%B0%E7%AB%B9%E5%BB%BA%E4%B8%AD%E5%BA%97(%E9%9B%BB%E8%A9%B1%E8%A8%82%E4%BD%8D)/data=!4m2!3m1!1s0x34683673c1b550f7:0x63464829b37d7521,,
Oya Pizzeria 無訂位服務 周日、一店休,,https://www.google.com/maps/place/Oya+Pizzeria+%E7%84%A1%E8%A8%82%E4%BD%8D%E6%9C%8D%E5%8B%99+%E5%91%A8%E6%97%A5%E3%80%81%E4%B8%80%E5%BA%97%E4%BC%91/data=!4m2!3m1!1s0x346835c0481ced9b:0x44bf8a583c99bb8c,,
儷舍坊,,https://www.google.com/maps/place/%E5%84%B7%E8%88%8D%E5%9D%8A/data=!4m2!3m1!1s0x34683616318a27d1:0xe3c07d06a0ae4db2,,
山也餐盒 竹科店,,https://www.google.com/maps/place/%E5%B1%B1%E4%B9%9F%E9%A4%90%E7%9B%92+%E7%AB%B9%E7%A7%91%E5%BA%97/data=!4m2!3m1!1s0x346837001bfdf949:0x4a91655aa0d51ea2,,
豚將日本拉麵,平價,https://www.google.com/maps/place/%E8%B1%9A%E5%B0%87%E6%97%A5%E6%9C%AC%E6%8B%89%E9%BA%B5/data=!4m2!3m1!1s0x346835d939e87143:0x45b22755ab25768f,,
羅記牛肉貓耳麵,麻婆豆腐,https://www.google.com/maps/place/%E7%BE%85%E8%A8%98%E7%89%9B%E8%82%89%E8%B2%93%E8%80%B3%E9%BA%B5/data=!4m2!3m1!1s0x346837c14be60025:0x299d7edaeb7a2ad,,
周記小廚,,https://www.google.com/maps/place/%E5%91%A8%E8%A8%98%E5%B0%8F%E5%BB%9A/data=!4m2!3m1!1s0x346835cc17c478c3:0x6562ea9a6a4b06f,,
德壹牛肉麵,,https://www.google.com/maps/place/%E5%BE%B7%E5%A3%B9%E7%89%9B%E8%82%89%E9%BA%B5/data=!4m2!3m1!1s0x346835c86a44cad9:0x7561f67cd8f21459,,
剛剛好食,,https://www.google.com/maps/place/%E5%89%9B%E5%89%9B%E5%A5%BD%E9%A3%9F/data=!4m2!3m1!1s0x34684be70584f125:0xe60de0a431d0610a,,
哈囉炸醬麵,,https://www.google.com/maps/place/%E5%93%88%E5%9B%89%E7%82%B8%E9%86%AC%E9%BA%B5/data=!4m2!3m1!1s0x346835ba6f7d6713:0x68314ef1f04356e,,
雞肉男雞肉飯,,https://www.google.com/maps/place/%E9%9B%9E%E8%82%89%E7%94%B7%E9%9B%9E%E8%82%89%E9%A3%AF/data=!4m2!3m1!1s0x34683513ef15217d:0x6b3b695eb04496ad,,
拉麵家 長安店,,https://www.google.com/maps/place/%E6%8B%89%E9%BA%B5%E5%AE%B6+%E9%95%B7%E5%AE%89%E5%BA%97/data=!4m2!3m1!1s0x3468356f48fb7c03:0xc492f45610d7f88c,,
養鍋 Yang Guo 石頭涮涮鍋 新竹市府店,,https://www.google.com/maps/place/%E9%A4%8A%E9%8D%8B+Yang+Guo+%E7%9F%B3%E9%A0%AD%E6%B6%AE%E6%B6%AE%E9%8D%8B+%E6%96%B0%E7%AB%B9%E5%B8%82%E5%BA%9C%E5%BA%97/data=!4m2!3m1!1s0x3468355f27bb3d11:0x1a1edae93302f6bc,,
豐味美食坊-新竹快炒店,,https://www.google.com/maps/place/%E8%B1%90%E5%91%B3%E7%BE%8E%E9%A3%9F%E5%9D%8A-%E6%96%B0%E7%AB%B9%E5%BF%AB%E7%82%92%E5%BA%97/data=!4m2!3m1!1s0x346835a29d7c2e1f:0xfc9235f43f945092,,
樂客Rock’s Cooking(店休11/12-13,,https://www.google.com/maps/place/%E6%A8%82%E5%AE%A2Rock%E2%80%99s+Cooking(%E5%BA%97%E4%BC%9111%2F12-13/data=!4m2!3m1!1s0x346835092d60cae3:0x594271d19ef2699b,,
珍悅 香港大排檔,,https://www.google.com/maps/place/%E7%8F%8D%E6%82%85+%E9%A6%99%E6%B8%AF%E5%A4%A7%E6%8E%92%E6%AA%94/data=!4m2!3m1!1s0x346835db1ef38495:0x94b83a974700bebb,,
TNT美式炭烤牛排-新竹店,,https://www.google.com/maps/place/TNT%E7%BE%8E%E5%BC%8F%E7%82%AD%E7%83%A4%E7%89%9B%E6%8E%92-%E6%96%B0%E7%AB%B9%E5%BA%97/data=!4m2!3m1!1s0x346835001d5f3155:0xdf32db11d4939bf5,,
富田園飯麵館,炒飯/炒麵/乾炒牛河,https://www.google.com/maps/place/%E5%AF%8C%E7%94%B0%E5%9C%92%E9%A3%AF%E9%BA%B5%E9%A4%A8/data=!4m2!3m1!1s0x346835da5a7b693d:0x6becc5563169e289,,
阿吉海鮮,,https://www.google.com/maps/place/%E9%98%BF%E5%90%89%E6%B5%B7%E9%AE%AE/data=!4m2!3m1!1s0x346835da79513af7:0x6cc62a61c3e92e53,,
玉山自助餐,,https://www.google.com/maps/place/%E7%8E%89%E5%B1%B1%E8%87%AA%E5%8A%A9%E9%A4%90/data=!4m2!3m1!1s0x346835cfb4791401:0xdbd18f2b58c02cdc,,
